LAMBX,LAMBY,DATE,PRENEI_Q,PRELIQ_Q,T_Q,FF_Q,Q_Q,DLI_Q,SSI_Q,HU_Q,EVAP_Q,ETP_Q,PE_Q,SWI_Q,DRAINC_Q,RUNC_Q,RESR_NEIGE_Q,RESR_NEIGE6_Q,HTEURNEIGE_Q,HTEURNEIGE6_Q,HTEURNEIGEX_Q,SNOW_FRAC_Q,ECOULEMENT_Q,WG_RACINE_Q,WGI_RACINE_Q,TINF_H_Q,TSUP_H_Q,LAMBX (hm),LAMBY (hm)
6200,18170,20200101,0.0,0.0,5.3,1.3,4.679,2674.7,808.2,82.0,0.8,1.2,-0.8,0.852,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,1.6,10.9,6200,18170
6200,18170,20200102,0.0,0.0,6.4,2.1,5.426,2788.1,685.8,87.2,0.5,0.7,-0.5,0.846,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,2.1,8.5,6200,18170
6200,18170,20200103,0.0,0.1,8.2,3.5,5.642,2517.8,839.6,80.3,0.7,1.1,-0.6,0.839,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,6.5,9.9,6200,18170
6200,18170,20200104,0.0,0.0,8.3,5.7,5.399,2503.0,790.4,76.4,1.1,1.6,-1.1,0.832,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,7.9,9.8,6200,18170
6200,18170,20200105,0.0,0.0,6.4,3.7,3.969,2376.6,951.3,65.2,1.2,2.2,-1.2,0.823,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,3.7,12.4,6200,18170
6200,18170,20200106,0.0,0.0,6.7,2.5,5.093,2587.9,776.7,80.0,0.7,1.0,-0.7,0.817,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,2.5,10.3,6200,18170
6200,18170,20200107,0.0,0.0,7.8,4.3,5.061,2600.4,818.2,74.0,0.8,1.5,-0.8,0.810,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,4.9,9.8,6200,18170
6200,18170,20200108,0.0,0.1,9.1,1.1,6.218,2718.5,588.6,83.3,0.5,0.8,-0.4,0.805,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,7.9,12.8,6200,18170
6200,18170,20200109,0.0,0.6,8.4,3.8,5.952,2641.6,711.9,83.9,0.7,1.0,-0.1,0.800,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,5.5,11.0,6200,18170
6200,18170,20200110,0.0,0.7,7.7,4.6,5.481,2692.2,654.9,80.8,1.2,1.3,-0.5,0.796,0.6,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,7.3,9.2,6200,18170
6200,18170,20200111,0.0,0.0,5.3,3.3,3.974,2358.1,961.4,69.8,1.0,1.9,-1.0,0.790,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,4.4,9.7,6200,18170
6200,18170,20200112,0.0,0.1,3.4,1.5,3.658,2334.9,961.8,73.8,0.8,1.2,-0.7,0.784,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,-0.5,9.0,6200,18170
6200,18170,20200113,0.0,0.1,4.2,2.5,3.722,2401.9,983.2,70.2,0.9,1.4,-0.8,0.778,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,-1.2,10.0,6200,18170
6200,18170,20200114,0.0,0.2,8.3,4.9,5.851,2670.8,852.6,82.9,0.9,1.1,-0.7,0.773,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,4.6,10.6,6200,18170
6200,18170,20200115,0.0,0.1,9.1,4.5,6.380,2627.4,848.9,85.9,0.7,1.2,-0.6,0.768,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,8.5,10.4,6200,18170
6200,18170,20200116,0.0,0.2,9.1,3.7,6.824,2773.7,723.2,91.8,0.5,0.8,-0.3,0.764,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,7.7,10.3,6200,18170
6200,18170,20200117,0.0,5.7,8.6,4.7,6.458,2933.3,293.3,88.7,1.7,0.6,4.0,0.771,0.5,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,6.5,10.5,6200,18170
6200,18170,20200118,0.0,0.0,5.2,2.1,4.208,2311.7,739.2,74.2,0.6,1.2,-0.6,0.771,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,3.3,10.3,6200,18170
6200,18170,20200119,0.0,0.0,3.9,3.4,2.846,1965.0,943.4,55.2,0.8,1.8,-0.8,0.766,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.001,2.3,7.3,6200,18170
6200,18170,20200120,0.0,3.9,1.9,2.0,3.301,2264.9,229.1,72.7,0.3,0.7,3.6,0.765,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.286,0.001,-0.8,3.7,6200,18170
6200,18170,20200121,0.0,10.5,5.6,5.9,4.603,2626.7,301.0,79.1,1.3,0.9,9.2,0.788,0.5,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,2.5,7.7,6200,18170
6200,18170,20200122,0.0,9.6,7.8,6.4,5.900,2926.3,179.1,86.8,1.2,0.9,8.4,0.822,0.5,1.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,6.5,9.4,6200,18170
6200,18170,20200123,0.0,36.5,9.6,6.1,7.020,2947.5,225.5,91.0,0.8,0.6,35.7,0.909,0.6,5.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,8.6,10.5,6200,18170
6200,18170,20200124,0.0,0.2,9.3,3.6,7.015,2727.8,645.9,92.9,0.6,0.5,-0.4,0.934,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.314,0.000,8.1,10.3,6200,18170
6200,18170,20200125,0.0,4.6,9.1,3.0,6.859,2907.1,524.9,92.2,0.8,0.7,3.8,0.933,0.7,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.313,0.000,7.8,10.5,6200,18170
6200,18170,20200126,0.0,0.2,7.7,1.8,6.347,2877.4,189.2,93.5,0.4,0.3,-0.2,0.936,0.7,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.314,0.000,7.4,8.8,6200,18170
6200,18170,20200127,0.0,0.4,5.7,2.1,5.344,2651.2,614.4,90.4,0.5,0.6,-0.1,0.928,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.313,0.000,3.0,8.1,6200,18170
6200,18170,20200128,0.0,0.8,8.2,5.3,5.524,2640.7,813.7,79.6,1.5,1.4,-0.7,0.921,0.8,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.312,0.000,5.0,11.2,6200,18170
6200,18170,20200129,0.0,0.1,8.1,3.7,5.147,2472.8,997.1,74.3,1.1,1.8,-1.0,0.911,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.311,0.000,6.8,11.2,6200,18170
6200,18170,20200130,0.0,0.1,9.5,0.9,6.618,2828.5,288.4,86.0,0.1,0.3,0.0,0.903,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,5.5,11.9,6200,18170
6200,18170,20200131,0.0,0.1,12.1,2.2,7.311,2901.9,579.7,80.6,0.8,1.3,-0.7,0.896,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.308,0.000,10.0,16.6,6200,18170
6200,18170,20200201,0.0,0.9,11.0,3.3,7.456,2902.8,644.5,87.7,1.0,0.9,-0.1,0.888,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,7.6,13.3,6200,18170
6200,18170,20200202,0.0,0.0,14.8,2.0,8.041,2877.8,542.7,74.5,0.5,1.4,-0.5,0.881,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.306,0.000,11.8,19.3,6200,18170
6200,18170,20200203,0.0,0.2,15.0,3.5,6.087,2621.5,1258.0,55.8,2.4,3.5,-2.2,0.869,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.000,12.4,19.7,6200,18170
6200,18170,20200204,0.0,0.1,9.2,7.0,4.884,2398.4,1244.4,63.9,2.0,2.6,-1.9,0.857,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,7.3,11.6,6200,18170
6200,18170,20200205,0.0,0.1,6.4,3.4,3.723,2233.9,1299.3,61.0,1.5,2.3,-1.4,0.846,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,4.0,11.0,6200,18170
6200,18170,20200206,0.0,0.0,5.9,3.3,4.337,2339.5,1279.5,70.5,1.1,1.5,-1.1,0.837,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,0.2,9.9,6200,18170
6200,18170,20200207,0.0,0.0,8.7,3.6,5.923,2598.3,1148.9,81.8,0.9,1.5,-0.9,0.829,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,7.4,10.2,6200,18170
6200,18170,20200208,0.0,3.2,9.0,2.7,6.522,2722.2,1013.9,88.3,0.8,1.3,2.4,0.824,0.7,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,8.0,10.7,6200,18170
6200,18170,20200209,0.0,0.6,9.1,1.8,7.076,2838.8,718.9,95.0,0.7,0.7,-0.1,0.828,0.7,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,8.4,9.6,6200,18170
6200,18170,20200210,0.0,0.4,11.8,5.1,7.216,2729.4,1075.1,81.2,1.7,1.8,-1.3,0.821,0.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,8.8,15.3,6200,18170
6200,18170,20200211,0.0,0.7,10.6,7.2,5.920,2616.4,1082.4,72.2,1.9,2.6,-1.2,0.812,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,9.8,12.7,6200,18170
6200,18170,20200212,0.0,0.0,7.2,2.7,4.437,2378.9,1295.2,68.6,1.5,2.1,-1.5,0.804,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,4.7,12.2,6200,18170
6200,18170,20200213,0.0,0.0,8.6,2.6,5.208,2534.8,811.3,71.5,0.8,1.2,-0.8,0.797,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,3.6,12.5,6200,18170
6200,18170,20200214,0.0,0.0,9.8,4.7,4.766,2369.7,1440.5,61.4,1.8,3.1,-1.8,0.789,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,8.6,13.7,6200,18170
6200,18170,20200215,0.0,0.4,8.8,2.3,5.214,2580.3,1323.5,72.0,1.5,2.2,-1.1,0.780,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,4.9,14.5,6200,18170
6200,18170,20200216,0.0,1.9,10.0,4.9,7.663,3212.6,421.6,96.8,0.4,0.6,1.5,0.776,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,8.6,10.7,6200,18170
6200,18170,20200217,0.0,0.4,9.9,4.2,6.972,2747.8,908.2,87.9,1.0,1.1,-0.6,0.778,0.6,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,8.5,12.3,6200,18170
6200,18170,20200218,0.0,0.1,7.4,4.3,4.483,2237.3,1484.3,68.2,1.5,2.2,-1.4,0.771,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,5.3,10.6,6200,18170
6200,18170,20200219,0.0,0.1,7.4,4.2,4.970,2491.5,1203.5,75.1,1.3,2.0,-1.2,0.764,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,5.7,10.6,6200,18170
6200,18170,20200220,0.0,0.0,8.4,1.4,4.638,2405.4,1499.8,66.5,1.5,2.1,-1.5,0.757,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,3.2,14.9,6200,18170
6200,18170,20200221,0.0,0.0,8.8,3.1,5.208,2531.7,1314.3,71.4,1.2,2.2,-1.2,0.750,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,5.8,12.9,6200,18170
6200,18170,20200222,0.0,0.0,9.1,1.8,4.351,2438.9,1596.4,59.2,1.7,2.6,-1.7,0.741,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,3.6,15.1,6200,18170
6200,18170,20200223,0.0,0.0,12.0,2.6,4.658,2528.4,1617.4,51.3,2.1,3.5,-2.1,0.732,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,6.7,18.8,6200,18170
6200,18170,20200224,0.0,0.0,12.6,2.7,5.130,2510.1,1634.6,55.4,2.1,3.2,-2.1,0.723,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.281,0.000,5.9,19.1,6200,18170
6200,18170,20200225,0.0,3.2,9.3,7.4,5.646,2609.7,1197.3,74.9,2.4,2.0,0.8,0.717,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.280,0.000,6.8,10.7,6200,18170
6200,18170,20200226,0.0,4.8,5.7,6.2,4.967,2536.8,1146.9,84.3,1.2,1.3,3.6,0.719,0.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.280,0.000,5.3,6.1,6200,18170
6200,18170,20200227,0.0,5.9,7.6,6.2,5.720,2741.6,565.9,84.7,1.2,0.9,4.7,0.743,0.5,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,3.8,10.5,6200,18170
6200,18170,20200228,0.0,0.7,9.1,1.8,6.255,2698.0,975.1,83.5,1.1,1.3,-0.4,0.742,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,4.8,13.7,6200,18170
6200,18170,20200229,0.0,0.1,10.9,4.7,6.801,2685.4,881.3,81.3,1.1,1.6,-1.0,0.737,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,8.6,14.6,6200,18170
6200,18170,20200301,0.0,1.0,9.5,1.9,5.385,2534.2,1176.9,70.9,1.4,1.9,-0.4,0.732,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,6.6,13.8,6200,18170
6200,18170,20200302,0.0,9.5,6.5,6.4,5.416,2867.2,510.4,86.0,3.1,1.0,6.4,0.747,0.5,0.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,4.8,8.6,6200,18170
6200,18170,20200303,0.4,14.0,4.2,2.9,4.548,2756.2,474.7,85.8,1.6,0.8,12.8,0.772,0.5,1.3,0.0,0.0,0.000,0.000,0.001,0.0,0.5,0.285,0.000,1.7,6.5,6200,18170
6200,18170,20200304,0.0,0.9,8.1,2.9,6.210,2802.9,636.3,87.0,0.5,0.6,0.4,0.791,0.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,2.3,11.1,6200,18170
6200,18170,20200305,0.0,3.5,9.7,4.5,6.795,2758.8,677.7,86.8,1.2,1.1,2.3,0.798,0.5,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,8.2,13.3,6200,18170
6200,18170,20200306,0.0,5.5,5.4,5.6,4.679,2484.5,706.9,80.9,1.4,1.1,4.1,0.809,0.5,0.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,4.0,7.3,6200,18170
6200,18170,20200307,0.0,0.1,6.4,5.6,4.193,2238.5,1788.6,68.0,1.9,2.4,-1.8,0.803,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,4.1,8.3,6200,18170
6200,18170,20200308,0.0,1.2,10.5,3.8,5.065,2381.7,1751.2,62.6,2.5,3.2,-1.3,0.795,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,6.7,15.6,6200,18170
6200,18170,20200309,0.0,0.8,7.9,5.9,5.002,2455.2,1492.4,72.8,1.7,2.2,-0.9,0.788,0.6,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,6.8,8.9,6200,18170
6200,18170,20200310,0.0,0.0,9.2,4.4,5.646,2650.3,1148.3,75.5,1.4,1.8,-1.4,0.783,0.6,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,6.6,10.8,6200,18170
6200,18170,20200311,0.0,0.0,12.5,3.0,6.711,2764.1,1846.1,72.0,2.3,3.3,-2.3,0.774,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,8.9,17.6,6200,18170
6200,18170,20200312,0.0,0.4,13.1,2.9,6.969,2596.2,1188.2,72.2,1.5,2.1,-1.1,0.766,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,9.5,17.9,6200,18170
6200,18170,20200313,0.0,0.0,11.4,4.6,4.823,2393.4,1843.4,55.8,2.6,3.9,-2.6,0.756,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,9.7,15.5,6200,18170
6200,18170,20200314,0.0,0.0,9.1,3.9,4.139,2275.5,2061.6,56.2,2.3,3.7,-2.3,0.745,0.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,6.8,13.6,6200,18170
6200,18170,20200315,0.0,2.3,8.2,3.9,5.551,2586.7,1765.7,78.1,1.6,2.1,0.7,0.739,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,5.5,9.7,6200,18170
6200,18170,20200316,0.0,3.9,9.0,5.1,6.817,2974.0,594.9,91.8,1.8,0.8,2.1,0.745,0.5,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,7.9,9.6,6200,18170
6200,18170,20200317,0.0,0.0,9.8,2.1,5.702,2618.7,1171.6,73.5,1.3,1.9,-1.3,0.742,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,8.0,12.7,6200,18170
6200,18170,20200318,0.0,0.1,11.5,1.5,6.024,2614.7,1930.2,69.8,2.3,3.1,-2.2,0.733,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,6.3,19.2,6200,18170
6200,18170,20200319,0.0,0.0,10.8,2.3,5.274,2436.1,2017.0,64.9,2.4,3.4,-2.4,0.723,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.282,0.000,7.0,17.7,6200,18170
6200,18170,20200320,0.0,0.0,9.6,2.7,5.253,2311.6,2099.0,69.2,1.9,3.0,-1.9,0.714,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.280,0.000,5.4,15.8,6200,18170
6200,18170,20200321,0.0,0.0,10.5,2.5,6.300,2548.4,1620.9,78.2,1.4,2.2,-1.4,0.706,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.279,0.000,6.9,14.6,6200,18170
6200,18170,20200322,0.0,0.0,10.7,2.3,6.240,2551.5,1649.9,76.5,1.5,2.3,-1.5,0.699,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.278,0.000,6.9,15.0,6200,18170
6200,18170,20200323,0.0,0.1,9.8,2.7,6.477,2705.6,823.1,83.0,0.6,1.3,-0.5,0.695,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.277,0.000,8.4,12.4,6200,18170
6200,18170,20200324,0.0,0.7,6.9,1.8,5.755,2714.1,1451.8,89.5,1.3,1.6,-0.6,0.691,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.276,0.000,6.3,8.0,6200,18170
6200,18170,20200325,2.1,13.1,5.6,2.6,4.460,2485.6,1897.9,76.8,1.8,2.3,13.4,0.694,0.5,0.3,0.1,0.0,0.000,0.000,0.000,0.0,1.5,0.275,0.000,2.6,9.0,6200,18170
6200,18170,20200326,0.6,5.5,3.3,2.7,4.457,2637.1,447.9,89.7,0.7,0.4,5.4,0.748,0.5,1.6,0.1,1.1,0.001,0.006,0.006,0.0,2.4,0.281,0.000,0.8,4.9,6200,18170
6200,18170,20200327,0.0,0.1,8.9,3.4,4.228,2381.5,938.3,59.0,1.2,2.2,-1.1,0.746,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.285,0.000,4.7,14.0,6200,18170
6200,18170,20200328,0.0,0.0,11.7,3.2,4.171,2476.2,1144.9,48.3,1.6,3.0,-1.6,0.740,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,5.9,17.6,6200,18170
6200,18170,20200329,0.0,0.4,10.4,6.2,4.938,2560.0,1586.8,60.9,2.6,3.6,-2.2,0.730,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,8.5,13.5,6200,18170
6200,18170,20200330,0.0,0.1,4.5,3.6,4.174,2458.4,979.6,77.0,1.0,1.3,-0.9,0.724,0.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.281,0.000,2.7,5.9,6200,18170
