LAMBX,LAMBY,DATE,PRENEI_Q,PRELIQ_Q,T_Q,FF_Q,Q_Q,DLI_Q,SSI_Q,HU_Q,EVAP_Q,ETP_Q,PE_Q,SWI_Q,DRAINC_Q,RUNC_Q,RESR_NEIGE_Q,RESR_NEIGE6_Q,HTEURNEIGE_Q,HTEURNEIGE6_Q,HTEURNEIGEX_Q,SNOW_FRAC_Q,ECOULEMENT_Q,WG_RACINE_Q,WGI_RACINE_Q,TINF_H_Q,TSUP_H_Q,LAMBX (hm),LAMBY (hm)
6280,18250,20200101,0.0,0.0,2.3,1.7,4.056,2790.6,667.0,85.0,0.6,1.2,-0.6,0.981,3.3,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,0.6,6.4,6280,18250
6280,18250,20200102,0.0,0.0,2.8,2.4,4.589,3089.1,353.7,91.5,0.4,0.7,-0.4,0.967,2.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.001,-2.7,6.8,6280,18250
6280,18250,20200103,0.0,0.1,5.3,3.7,5.209,2568.0,808.6,87.2,0.5,0.7,-0.4,0.955,2.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.304,0.000,0.6,8.5,6280,18250
6280,18250,20200104,0.0,0.1,6.3,5.4,5.710,2765.3,469.9,90.0,0.7,0.8,-0.6,0.944,2.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,6.2,7.6,6280,18250
6280,18250,20200105,0.0,0.0,2.3,3.1,3.761,2430.8,892.8,77.7,0.8,1.3,-0.8,0.932,2.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,0.1,7.7,6280,18250
6280,18250,20200106,0.0,0.0,4.0,2.3,4.741,2854.9,476.0,86.8,0.5,0.7,-0.5,0.922,2.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,-2.3,8.6,6280,18250
6280,18250,20200107,0.0,0.0,4.4,4.6,4.958,2926.5,464.8,88.5,0.4,0.8,-0.4,0.912,1.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,0.8,7.0,6280,18250
6280,18250,20200108,0.0,0.0,6.7,1.4,5.984,2834.8,405.1,91.1,0.3,0.7,-0.3,0.904,1.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,5.3,10.9,6280,18250
6280,18250,20200109,0.0,1.0,5.9,3.2,4.899,2583.9,688.9,79.2,0.9,1.0,0.1,0.895,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,1.3,9.9,6280,18250
6280,18250,20200110,0.0,1.6,5.9,4.0,5.703,2853.7,471.0,92.3,1.0,0.7,0.6,0.893,1.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,5.5,6.8,6280,18250
6280,18250,20200111,0.0,0.0,1.8,3.0,3.861,2405.6,849.2,82.9,0.7,1.1,-0.7,0.886,1.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,0.4,6.1,6280,18250
6280,18250,20200112,0.0,0.0,-0.4,2.0,3.056,2190.8,923.1,77.1,0.5,0.9,-0.5,0.878,1.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.003,-5.8,6.3,6280,18250
6280,18250,20200113,0.0,0.0,1.3,2.5,3.299,2373.6,928.3,74.2,0.7,1.3,-0.7,0.871,1.3,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.003,-4.3,8.4,6280,18250
6280,18250,20200114,0.0,0.1,6.2,5.7,5.237,2732.9,795.0,83.3,1.0,0.9,-0.9,0.863,1.3,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,0.3,9.1,6280,18250
6280,18250,20200115,0.0,0.1,7.8,4.8,5.996,2792.3,716.3,85.4,0.8,1.3,-0.7,0.855,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,7.5,9.1,6280,18250
6280,18250,20200116,0.0,0.6,7.5,3.7,6.134,2868.7,708.8,89.4,0.8,1.0,-0.2,0.848,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,5.8,8.7,6280,18250
6280,18250,20200117,0.0,9.7,6.9,4.0,5.996,3042.5,139.4,90.4,1.5,0.6,8.2,0.863,1.1,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,4.8,9.2,6280,18250
6280,18250,20200118,0.0,0.0,3.3,2.0,4.032,2318.3,757.9,78.0,0.7,0.9,-0.7,0.867,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,1.5,8.2,6280,18250
6280,18250,20200119,0.0,0.0,0.6,2.5,2.728,1923.9,967.1,64.9,0.6,1.3,-0.6,0.861,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.002,-0.8,5.1,6280,18250
6280,18250,20200120,0.2,4.3,0.7,1.5,3.023,2209.6,327.2,70.7,0.1,0.6,4.4,0.858,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.2,0.284,0.004,-5.1,4.9,6280,18250
6280,18250,20200121,0.0,24.4,4.3,4.9,4.365,2699.2,225.2,79.7,0.8,0.8,23.6,0.919,1.0,2.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.002,1.3,6.5,6280,18250
6280,18250,20200122,0.0,26.7,7.1,6.3,5.892,3004.8,160.8,87.9,1.8,0.7,24.9,1.002,1.1,4.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,5.2,8.2,6280,18250
6280,18250,20200123,0.0,60.7,8.3,6.4,6.490,3110.4,237.0,89.6,2.1,0.9,58.6,1.143,1.8,11.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.312,0.000,7.7,8.9,6280,18250
6280,18250,20200124,0.0,2.5,7.4,2.9,6.314,3021.6,463.3,92.3,0.9,0.8,1.6,1.180,6.1,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.337,0.000,6.7,8.0,6280,18250
6280,18250,20200125,0.0,29.3,7.2,2.5,6.238,3030.9,368.4,92.7,1.0,0.8,28.3,1.178,8.5,2.9,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.334,0.000,6.4,8.8,6280,18250
6280,18250,20200126,0.0,0.7,5.1,1.7,5.639,2851.9,182.0,96.1,0.4,0.2,0.3,1.206,10.0,2.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.342,0.000,3.9,7.3,6280,18250
6280,18250,20200127,0.0,0.8,3.1,1.0,4.835,2602.3,454.7,93.8,0.2,0.2,0.6,1.164,10.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.336,0.000,-1.7,7.5,6280,18250
6280,18250,20200128,0.0,3.8,6.5,5.5,5.647,2827.6,585.9,88.2,1.9,0.4,1.9,1.135,9.5,0.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.330,0.000,1.1,7.9,6280,18250
6280,18250,20200129,0.0,0.6,5.2,3.4,5.153,2644.7,844.7,87.5,0.7,1.1,-0.1,1.102,7.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.326,0.000,4.2,7.5,6280,18250
6280,18250,20200130,0.0,1.1,7.2,1.1,6.392,2911.8,167.5,93.5,0.0,0.1,1.1,1.076,6.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.322,0.000,1.3,10.3,6280,18250
6280,18250,20200131,0.0,0.1,8.9,2.1,6.901,3006.6,367.3,91.4,0.6,0.7,-0.5,1.057,5.5,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.319,0.000,7.5,11.3,6280,18250
6280,18250,20200201,0.0,3.3,7.6,2.6,6.597,3010.6,551.5,93.3,1.3,0.6,2.0,1.040,4.8,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.316,0.000,0.7,11.2,6280,18250
6280,18250,20200202,0.0,0.0,10.6,2.6,7.105,2951.1,661.0,83.1,1.1,1.5,-1.1,1.024,4.2,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.314,0.000,7.3,17.0,6280,18250
6280,18250,20200203,0.0,0.9,10.6,2.9,5.948,2598.1,1131.1,69.7,1.9,2.0,-1.0,1.004,3.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.311,0.000,4.3,17.2,6280,18250
6280,18250,20200204,0.0,0.6,7.2,6.3,5.111,2529.5,1122.5,74.9,2.0,1.9,-1.4,0.987,3.5,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,5.6,9.4,6280,18250
6280,18250,20200205,0.0,0.0,3.7,3.7,3.702,2229.0,1245.2,70.0,1.1,1.8,-1.1,0.970,3.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.306,0.000,2.0,7.9,6280,18250
6280,18250,20200206,0.0,0.0,2.8,3.6,3.792,2356.2,1241.6,73.0,0.9,1.1,-0.9,0.956,2.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.002,-5.1,7.5,6280,18250
6280,18250,20200207,0.0,0.0,7.3,3.4,5.523,2668.6,1106.5,81.7,0.9,1.5,-0.9,0.942,2.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,6.2,8.6,6280,18250
6280,18250,20200208,0.0,2.1,7.8,2.8,5.987,2798.6,970.3,85.8,0.9,1.4,1.2,0.931,2.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,7.2,8.9,6280,18250
6280,18250,20200209,0.0,1.9,7.7,2.1,6.371,2970.5,652.5,91.5,1.1,1.2,0.8,0.929,2.1,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,7.2,10.7,6280,18250
6280,18250,20200210,0.0,1.4,10.2,5.2,7.224,2896.3,746.4,87.3,1.7,0.7,-0.3,0.923,1.9,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.298,0.000,6.2,11.1,6280,18250
6280,18250,20200211,0.0,1.6,8.5,6.5,6.096,2753.6,1009.5,82.7,1.7,1.8,-0.1,0.912,1.8,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,8.2,10.0,6280,18250
6280,18250,20200212,0.0,0.0,4.4,1.9,4.283,2436.8,1261.6,77.4,1.3,1.7,-1.3,0.903,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,3.5,9.1,6280,18250
6280,18250,20200213,0.0,0.1,6.2,2.3,4.897,2511.8,819.7,75.1,0.9,0.9,-0.8,0.894,1.6,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.001,-3.0,13.4,6280,18250
6280,18250,20200214,0.0,0.0,6.7,4.1,4.756,2437.6,1339.4,72.6,1.5,2.4,-1.5,0.883,1.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,6.3,11.0,6280,18250
6280,18250,20200215,0.0,0.5,5.1,2.5,4.399,2586.6,1352.3,74.6,1.5,1.8,-1.0,0.871,1.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,-2.9,12.5,6280,18250
6280,18250,20200216,0.0,2.5,8.7,5.3,6.940,3171.8,600.9,92.8,1.0,0.7,1.5,0.865,1.3,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,5.3,9.7,6280,18250
6280,18250,20200217,0.0,1.4,8.8,3.8,6.712,2999.4,638.6,88.6,1.8,1.2,-0.4,0.864,1.3,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,6.4,12.6,6280,18250
6280,18250,20200218,0.0,0.1,5.8,4.2,4.756,2327.9,1387.7,78.1,1.2,1.7,-1.1,0.856,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,4.2,8.3,6280,18250
6280,18250,20200219,0.0,1.2,5.3,4.0,5.185,2751.8,803.0,88.0,1.6,1.0,-0.4,0.850,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,4.3,6.2,6280,18250
6280,18250,20200220,0.0,0.1,6.2,1.2,4.307,2379.1,1484.4,69.6,1.3,1.8,-1.2,0.842,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.287,0.000,-2.0,15.1,6280,18250
6280,18250,20200221,0.0,0.1,6.5,4.3,5.524,2616.5,1087.3,85.4,1.0,1.7,-0.9,0.835,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.286,0.000,5.8,10.2,6280,18250
6280,18250,20200222,0.0,0.0,6.1,2.0,3.812,2382.3,1584.4,61.4,1.7,2.4,-1.7,0.825,1.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.284,0.000,-2.0,16.2,6280,18250
6280,18250,20200223,0.0,0.0,9.4,3.1,4.716,2487.2,1601.4,60.0,2.3,3.2,-2.3,0.814,0.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,3.0,18.7,6280,18250
6280,18250,20200224,0.0,0.0,9.6,2.6,4.770,2461.9,1623.3,60.6,2.0,3.1,-2.0,0.802,0.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.281,0.000,4.4,18.3,6280,18250
6280,18250,20200225,0.0,10.3,6.4,5.5,5.569,2906.7,751.7,87.0,2.9,1.2,7.4,0.804,0.9,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.280,0.000,4.4,8.7,6280,18250
6280,18250,20200226,0.0,14.3,3.5,5.4,4.358,2431.9,1200.4,83.6,1.0,1.2,13.3,0.823,0.8,0.3,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.283,0.000,3.3,3.8,6280,18250
6280,18250,20200227,0.0,18.6,5.9,5.5,5.574,2951.9,390.0,90.1,2.0,0.7,16.6,0.905,0.8,3.8,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,2.8,8.4,6280,18250
6280,18250,20200228,0.0,1.4,7.4,2.4,6.094,2922.9,787.8,89.2,1.6,1.1,-0.2,0.913,0.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.297,0.000,4.4,10.0,6280,18250
6280,18250,20200229,0.0,0.8,9.2,4.0,6.598,2847.0,793.7,85.5,1.1,1.6,-0.3,0.907,0.9,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,7.9,13.1,6280,18250
6280,18250,20200301,0.0,2.1,7.8,2.0,5.363,2645.4,1010.5,77.2,1.3,1.6,0.8,0.904,1.0,0.2,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.295,0.000,5.2,12.3,6280,18250
6280,18250,20200302,0.3,15.1,5.3,5.0,5.153,2918.6,396.5,87.1,3.3,1.0,12.1,0.917,1.1,0.9,0.0,0.0,0.000,0.000,0.000,0.0,0.3,0.295,0.000,4.1,7.5,6280,18250
6280,18250,20200303,0.0,8.3,2.9,2.8,4.388,2812.7,420.8,88.3,1.3,0.8,7.0,0.947,1.2,1.7,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.300,0.000,1.3,5.0,6280,18250
6280,18250,20200304,0.0,5.0,6.6,2.9,5.962,2932.4,475.6,90.6,0.7,0.6,4.3,0.960,1.3,0.6,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,1.5,9.6,6280,18250
6280,18250,20200305,0.1,9.2,8.6,3.8,6.636,2782.7,667.7,88.7,1.1,1.1,8.2,0.981,1.6,1.0,0.0,0.0,0.000,0.000,0.000,0.0,0.1,0.304,0.000,6.9,13.0,6280,18250
6280,18250,20200306,0.2,9.1,3.4,6.0,4.533,2822.2,678.5,88.1,2.7,1.0,6.6,1.001,1.9,1.3,0.0,0.0,0.000,0.000,0.000,0.0,0.2,0.307,0.000,2.7,4.3,6280,18250
6280,18250,20200307,0.0,0.6,4.2,5.0,4.416,2578.9,1346.4,80.9,1.6,1.5,-1.0,0.995,2.2,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.309,0.000,2.4,5.3,6280,18250
6280,18250,20200308,0.0,4.5,7.1,3.1,5.015,2447.4,1670.7,75.4,1.9,2.0,2.6,0.982,2.3,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.308,0.000,0.8,12.5,6280,18250
6280,18250,20200309,0.0,4.3,5.8,4.7,5.084,2709.6,1229.5,83.2,1.5,1.6,2.8,0.981,2.5,0.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,4.6,7.0,6280,18250
6280,18250,20200310,0.0,0.0,7.2,4.6,5.856,2912.6,758.6,86.5,1.0,1.1,-1.0,0.980,2.5,0.5,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.307,0.000,4.9,8.6,6280,18250
6280,18250,20200311,0.0,0.0,9.9,3.4,6.703,2816.4,1736.6,82.0,1.9,2.7,-1.9,0.964,2.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.305,0.000,6.3,15.9,6280,18250
6280,18250,20200312,0.0,1.7,10.0,3.2,6.499,2638.9,1160.3,78.1,2.0,1.8,-0.3,0.950,2.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,2.9,18.3,6280,18250
6280,18250,20200313,0.0,0.0,8.8,4.8,5.182,2473.1,1853.8,69.6,2.4,3.0,-2.4,0.936,2.2,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,6.6,12.9,6280,18250
6280,18250,20200314,0.0,0.0,6.5,4.0,4.346,2275.0,2014.9,68.2,2.2,3.0,-2.2,0.920,2.0,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,4.3,11.5,6280,18250
6280,18250,20200315,0.0,14.8,5.1,3.8,5.007,2595.3,1650.7,83.2,1.8,1.5,13.0,0.915,1.9,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,-0.9,8.4,6280,18250
6280,18250,20200316,0.0,6.6,7.6,5.1,6.219,2981.2,422.9,89.9,2.0,0.7,4.6,0.958,1.8,2.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.302,0.000,6.5,8.2,6280,18250
6280,18250,20200317,0.0,0.0,7.9,1.6,5.211,2736.3,1174.0,74.4,1.4,2.0,-1.4,0.951,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.303,0.000,6.6,11.5,6280,18250
6280,18250,20200318,0.0,0.0,8.9,1.2,5.288,2493.7,1866.0,70.3,2.3,2.6,-2.3,0.936,1.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.301,0.000,0.2,18.9,6280,18250
6280,18250,20200319,0.0,0.0,8.2,2.3,4.298,2305.8,1986.8,61.0,2.5,3.0,-2.5,0.920,1.8,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.299,0.000,2.3,16.2,6280,18250
6280,18250,20200320,0.0,0.0,7.3,1.9,4.475,2236.2,2162.4,66.5,2.1,2.8,-2.1,0.905,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.296,0.000,1.6,14.3,6280,18250
6280,18250,20200321,0.0,0.0,8.5,2.8,5.578,2629.7,1943.5,76.7,2.0,2.5,-2.0,0.890,1.7,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,3.5,12.8,6280,18250
6280,18250,20200322,0.0,0.0,7.9,2.2,5.089,2380.3,1817.4,73.3,1.7,2.1,-1.7,0.877,1.5,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,1.7,13.0,6280,18250
6280,18250,20200323,0.0,0.0,8.4,1.9,5.947,2638.8,1363.9,81.5,1.1,1.7,-1.1,0.866,1.4,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.291,0.000,5.9,10.6,6280,18250
6280,18250,20200324,0.0,2.0,5.5,2.3,5.332,2804.8,1172.4,88.9,1.6,1.4,0.4,0.861,1.4,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,4.5,6.4,6280,18250
6280,18250,20200325,7.9,2.8,4.1,1.8,4.135,2494.7,1959.8,77.1,1.9,2.2,8.8,0.854,1.3,0.0,0.4,0.0,0.003,0.000,0.000,0.0,3.1,0.289,0.000,-0.6,8.1,6280,18250
6280,18250,20200326,2.5,4.8,1.5,1.3,4.069,2600.6,863.5,90.4,1.0,0.8,6.3,0.897,1.2,1.9,0.9,4.8,0.006,0.032,0.043,0.1,8.7,0.290,0.000,0.0,3.0,6280,18250
6280,18250,20200327,0.0,0.9,5.5,2.9,4.017,2456.5,1118.3,68.8,1.8,1.8,-0.9,0.896,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.294,0.000,0.4,10.6,6280,18250
6280,18250,20200328,0.0,0.0,8.1,2.8,3.908,2425.9,1272.9,54.6,1.8,2.4,-1.8,0.885,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.293,0.000,-0.2,15.5,6280,18250
6280,18250,20200329,0.0,0.1,8.5,4.3,5.002,2570.6,1538.0,68.0,2.0,2.8,-1.9,0.873,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.292,0.000,5.2,13.3,6280,18250
6280,18250,20200330,0.0,0.2,2.5,2.6,4.261,2599.8,864.5,88.1,0.6,0.8,-0.4,0.866,1.2,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,1.4,2.6,6280,18250
6280,18250,20200331,0.0,5.6,6.8,3.1,5.051,2512.8,1687.1,77.5,2.1,2.0,3.5,0.859,1.1,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.289,0.000,0.5,12.1,6280,18250
6280,18250,20200401,0.0,2.2,5.7,3.2,5.296,2905.5,1088.2,87.2,1.5,1.5,0.7,0.866,1.1,0.4,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,5.5,5.9,6280,18250
6280,18250,20200402,0.0,0.0,7.6,1.5,5.137,2568.1,1914.6,75.0,2.0,2.6,-2.0,0.860,1.1,0.1,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.290,0.000,4.9,11.7,6280,18250
6280,18250,20200403,0.0,0.0,6.4,2.9,3.980,2273.9,2319.2,64.1,2.5,3.1,-2.5,0.848,1.1,0.0,0.0,0.0,0.000,0.000,0.000,0.0,0.0,0.288,0.000,3.0,11.4,6280,18250
